source_account_id,source_customer_id,customer_link_type,customer_link_key,id_number,passport_number,country_of_birth,bank_name,bank_code,branch_name,account_number,account_type,account_currency,account_status,account_age_months,opened_date,account_balance,monthly_deposits,monthly_withdrawals,overdraft_limit,mobile_banking_enabled
SRC-ACCT-000118,CUST-000118,id_number,id_number:7106060118018,7106060118018,,South Africa,Standard Bank,SBZA,Klerksdorp Branch,SBZA0000000118,savings,ZAR,restricted,176,2012-01-21,16763.47,4050.63,3552.54,0.0,True
SRC-ACCT-000119,CUST-000119,id_number,id_number:6005250119019,6005250119019,,South Africa,ABSA,ABSZ,Pietermaritzburg Branch,ABSZ0000000119,cash_management,ZAR,active,193,2010-08-29,1178.06,789.24,592.84,186.33,True
SRC-ACCT-000120,CUST-000120,id_number,id_number:7406210120020,7406210120020,,South Africa,FNB,FNBZ,Umhlanga Branch,FNBZ0000000120,cash_management,ZAR,restricted,119,2016-09-26,14983.23,14691.59,13128.31,2741.86,True
SRC-ACCT-000121,CUST-000121,id_number,id_number:0705210121021,0705210121021,,South Africa,Nedbank,NEDZ,Cape Town Branch,NEDZ0000000121,savings,ZAR,dormant,180,2011-09-23,2170.76,572.24,502.8,0.0,True
SRC-ACCT-000122,CUST-000122,passport_number,passport_number:P00000122,,P00000122,Namibia,FNB Namibia,FNNM,Grahamstown Branch,FNNM0000000122,savings,NAD,active,71,2020-09-05,19629.5,8319.07,6888.27,0.0,True
SRC-ACCT-000123,CUST-000123,id_number,id_number:5506010123023,5506010123023,,South Africa,Standard Bank,SBZA,Makhado Branch,SBZA0000000123,premium_current,ZAR,dormant,238,2006-12-18,3491.84,917.99,514.3,286.16,True
SRC-ACCT-000124,CUST-000124,id_number,id_number:8302120124024,8302120124024,,South Africa,Capitec,CPTC,Tzaneen Branch,CPTC0000000124,premium_current,ZAR,dormant,63,2021-05-03,51050.09,11701.76,7841.3,10401.25,True
SRC-ACCT-000125,CUST-000125,id_number,id_number:5410290125025,5410290125025,,South Africa,Standard Bank,SBZA,Gqeberha Branch,SBZA0000000125,savings,ZAR,dormant,106,2017-10-21,919.22,542.36,384.29,0.0,True
SRC-ACCT-000126,CUST-000126,id_number,id_number:6808270126026,6808270126026,,South Africa,Nedbank,NEDZ,Polokwane Branch,NEDZ0000000126,premium_current,ZAR,restricted,27,2024-04-17,5369.68,2114.42,991.37,784.85,True
SRC-ACCT-000127,CUST-000127,id_number,id_number:9601100127027,9601100127027,,South Africa,Standard Bank,SBZA,Lephalale Branch,SBZA0000000127,savings,ZAR,active,73,2020-07-07,2502.57,337.7,221.85,0.0,True
SRC-ACCT-000128,CUST-000128,id_number,id_number:8012050128028,8012050128028,,South Africa,Standard Bank,SBZA,Sasolburg Branch,SBZA0000000128,savings,ZAR,active,115,2017-01-24,24700.34,7030.92,3559.77,0.0,True
SRC-ACCT-000129,CUST-000129,id_number,id_number:7602210129029,7602210129029,,South Africa,Standard Bank,SBZA,Johannesburg Branch,SBZA0000000129,transactional,ZAR,active,178,2011-11-22,2816.34,1598.87,779.69,0.0,True
SRC-ACCT-000130,CUST-000130,id_number,id_number:5707170130030,5707170130030,,South Africa,ABSA,ABSZ,Makhado Branch,ABSZ0000000130,cash_management,ZAR,active,165,2012-12-16,8407.32,1625.81,1107.52,1747.64,True
SRC-ACCT-000131,CUST-000131,id_number,id_number:9901040131031,9901040131031,,South Africa,Nedbank,NEDZ,Secunda Branch,NEDZ0000000131,premium_current,ZAR,active,44,2022-11-24,23990.03,8785.71,6013.23,5454.56,True
SRC-ACCT-000132,CUST-000132,id_number,id_number:9107190132032,9107190132032,,South Africa,Standard Bank,SBZA,Sasolburg Branch,SBZA0000000132,savings,ZAR,active,132,2015-09-02,13931.51,4050.54,3379.36,0.0,True
SRC-ACCT-000133,CUST-000133,passport_number,passport_number:P00000133,,P00000133,Lesotho,Standard Lesotho Bank,SLBL,Springbok Branch,SLBL0000000133,transactional,LSL,restricted,69,2020-11-04,7216.95,1843.47,975.93,0.0,True
SRC-ACCT-000134,CUST-000134,passport_number,passport_number:P00000134,,P00000134,Namibia,Standard Bank Namibia,SBZN,Rustenburg Branch,SBZN0000000134,cash_management,NAD,active,112,2017-04-24,45162.6,16216.0,5827.53,6726.21,True
SRC-ACCT-000135,CUST-000135,id_number,id_number:9406140135035,9406140135035,,South Africa,Capitec,CPTC,Middelburg Branch,CPTC0000000135,transactional,ZAR,dormant,226,2007-12-13,41483.73,28047.69,25095.08,0.0,True
SRC-ACCT-000136,CUST-000136,id_number,id_number:0403290136036,0403290136036,,South Africa,ABSA,ABSZ,Newcastle Branch,ABSZ0000000136,savings,ZAR,active,25,2024-06-16,5956.77,1445.27,971.93,0.0,True
SRC-ACCT-000137,CUST-000137,id_number,id_number:8207210137037,8207210137037,,South Africa,Nedbank,NEDZ,Bloemfontein Branch,NEDZ0000000137,transactional,ZAR,active,130,2015-11-01,95879.37,44149.79,36060.03,0.0,True
SRC-ACCT-000138,CUST-000138,id_number,id_number:6608210138038,6608210138038,,South Africa,FNB,FNBZ,Pietermaritzburg Branch,FNBZ0000000138,cash_management,ZAR,active,155,2013-10-12,1675.83,806.67,730.0,359.42,True
SRC-ACCT-000139,CUST-000139,id_number,id_number:0304030139039,0304030139039,,South Africa,Nedbank,NEDZ,Grahamstown Branch,NEDZ0000000139,transactional,ZAR,active,176,2012-01-21,138093.12,53096.36,38912.27,0.0,True
SRC-ACCT-000140,CUST-000140,id_number,id_number:8712100140040,8712100140040,,South Africa,FNB,FNBZ,Rustenburg Branch,FNBZ0000000140,premium_current,ZAR,active,211,2009-03-07,10722.93,7530.82,5828.65,891.23,True
SRC-ACCT-000141,CUST-000141,id_number,id_number:8206300141041,8206300141041,,South Africa,Nedbank,NEDZ,Richards Bay Branch,NEDZ0000000141,transactional,ZAR,active,27,2024-04-17,17658.48,6413.23,5843.58,0.0,True
SRC-ACCT-000142,CUST-000142,id_number,id_number:8512210142042,8512210142042,,South Africa,FNB,FNBZ,East London Branch,FNBZ0000000142,savings,ZAR,dormant,236,2007-02-16,5806.94,4562.66,1942.96,0.0,True
SRC-ACCT-000143,CUST-000143,id_number,id_number:9602170143043,9602170143043,,South Africa,Standard Bank,SBZA,Paarl Branch,SBZA0000000143,premium_current,ZAR,active,191,2010-10-28,71129.18,41526.01,30724.05,6848.74,True
SRC-ACCT-000144,CUST-000144,id_number,id_number:5203290144044,5203290144044,,South Africa,Capitec,CPTC,Witbank Branch,CPTC0000000144,transactional,ZAR,restricted,169,2012-08-18,69657.19,17526.95,15759.64,0.0,True
SRC-ACCT-000145,CUST-000145,id_number,id_number:7705260145045,7705260145045,,South Africa,FNB,FNBZ,Ermelo Branch,FNBZ0000000145,transactional,ZAR,active,156,2013-09-12,6052.94,3990.67,2008.41,0.0,True
SRC-ACCT-000146,CUST-000146,id_number,id_number:0107220146046,0107220146046,,South Africa,Nedbank,NEDZ,Pietermaritzburg Branch,NEDZ0000000146,savings,ZAR,active,60,2021-08-01,46412.47,23503.47,14592.25,0.0,True
SRC-ACCT-000147,CUST-000147,id_number,id_number:9710040147047,9710040147047,,South Africa,Standard Bank,SBZA,Lephalale Branch,SBZA0000000147,transactional,ZAR,active,33,2023-10-20,102323.27,20661.26,15833.32,0.0,True
SRC-ACCT-000148,CUST-000148,id_number,id_number:7805280148048,7805280148048,,South Africa,Nedbank,NEDZ,Soweto Branch,NEDZ0000000148,premium_current,ZAR,active,162,2013-03-16,134614.46,36487.55,28618.12,21871.92,True
SRC-ACCT-000149,CUST-000149,id_number,id_number:0305010149049,0305010149049,,South Africa,Nedbank,NEDZ,Centurion Branch,NEDZ0000000149,savings,ZAR,active,147,2014-06-09,24446.47,19187.28,8871.3,0.0,True
SRC-ACCT-000150,CUST-000150,id_number,id_number:6105150150050,6105150150050,,South Africa,FNB,FNBZ,Midrand Branch,FNBZ0000000150,cash_management,ZAR,active,20,2024-11-13,6300.37,1547.74,1248.97,613.77,True
SRC-ACCT-000151,CUST-000151,passport_number,passport_number:P00000151,,P00000151,Eswatini,First National Bank Eswatini,FNBE,Springbok Branch,FNBE0000000151,premium_current,SZL,closed,94,2018-10-16,13137.93,5317.1,3088.92,718.65,True
SRC-ACCT-000152,CUST-000152,passport_number,passport_number:P00000152,,P00000152,Lesotho,Standard Lesotho Bank,SLBL,Mahikeng Branch,SLBL0000000152,transactional,LSL,closed,136,2015-05-05,187843.54,46743.66,33547.92,0.0,True
SRC-ACCT-000153,CUST-000153,id_number,id_number:9505190153053,9505190153053,,South Africa,FNB,FNBZ,Klerksdorp Branch,FNBZ0000000153,savings,ZAR,active,145,2014-08-08,5332.75,4530.16,2558.0,0.0,False
SRC-ACCT-000154,CUST-000154,id_number,id_number:5504140154054,5504140154054,,South Africa,Nedbank,NEDZ,George Branch,NEDZ0000000154,savings,ZAR,restricted,175,2012-02-20,2346.58,395.71,276.36,0.0,True
SRC-ACCT-000155,CUST-000155,id_number,id_number:0609290155055,0609290155055,,South Africa,Capitec,CPTC,East London Branch,CPTC0000000155,savings,ZAR,active,103,2018-01-19,70610.7,42122.12,30099.11,0.0,True
SRC-ACCT-000156,CUST-000156,id_number,id_number:6311040156056,6311040156056,,South Africa,FNB,FNBZ,Upington Branch,FNBZ0000000156,premium_current,ZAR,active,13,2025-06-11,151125.31,70246.05,26145.59,35431.94,True
SRC-ACCT-000157,CUST-000157,passport_number,passport_number:P00000157,,P00000157,Lesotho,Nedbank Lesotho,NEDL,Grahamstown Branch,NEDL0000000157,savings,LSL,dormant,234,2007-04-17,40518.45,7277.79,5408.01,0.0,True
SRC-ACCT-000158,CUST-000158,passport_number,passport_number:P00000158,,P00000158,Namibia,FNB Namibia,FNNM,Bloemfontein Branch,FNNM0000000158,transactional,NAD,active,62,2021-06-02,100530.64,24578.19,11536.62,0.0,True
SRC-ACCT-000159,CUST-000159,id_number,id_number:9307010159059,9307010159059,,South Africa,FNB,FNBZ,Gqeberha Branch,FNBZ0000000159,cash_management,ZAR,active,66,2021-02-02,98775.7,59466.62,36790.74,12680.56,True
SRC-ACCT-000160,CUST-000160,id_number,id_number:6811020160060,6811020160060,,South Africa,Nedbank,NEDZ,Middelburg Branch,NEDZ0000000160,cash_management,ZAR,active,89,2019-03-15,26353.03,4381.38,2710.5,2673.55,True
SRC-ACCT-000161,CUST-000161,id_number,id_number:8512020161061,8512020161061,,South Africa,Capitec,CPTC,Klerksdorp Branch,CPTC0000000161,premium_current,ZAR,closed,234,2007-04-17,3807.83,601.25,335.83,637.0,False
SRC-ACCT-000162,CUST-000162,id_number,id_number:9304060162062,9304060162062,,South Africa,Standard Bank,SBZA,Newcastle Branch,SBZA0000000162,cash_management,ZAR,active,116,2016-12-25,6017.24,2316.33,1203.84,977.66,True
SRC-ACCT-000163,CUST-000163,id_number,id_number:7103030163063,7103030163063,,South Africa,Standard Bank,SBZA,Mahikeng Branch,SBZA0000000163,transactional,ZAR,active,238,2006-12-18,182065.76,63239.86,53032.73,0.0,True
SRC-ACCT-000164,CUST-000164,id_number,id_number:0412170164064,0412170164064,,South Africa,Nedbank,NEDZ,De Aar Branch,NEDZ0000000164,savings,ZAR,active,48,2022-07-27,7560.85,2887.52,1119.72,0.0,True
SRC-ACCT-000165,CUST-000165,id_number,id_number:9803110165065,9803110165065,,South Africa,Capitec,CPTC,Stellenbosch Branch,CPTC0000000165,transactional,ZAR,dormant,68,2020-12-04,30846.22,19169.89,10263.29,0.0,True
SRC-ACCT-000166,CUST-000166,id_number,id_number:5609080166066,5609080166066,,South Africa,FNB,FNBZ,Klerksdorp Branch,FNBZ0000000166,cash_management,ZAR,dormant,208,2009-06-05,1343.88,996.1,415.58,109.47,True
SRC-ACCT-000167,CUST-000167,id_number,id_number:0001220167067,0001220167067,,South Africa,Standard Bank,SBZA,Paarl Branch,SBZA0000000167,cash_management,ZAR,active,59,2021-08-31,24620.66,14021.67,6923.12,4282.64,True
SRC-ACCT-000168,CUST-000168,id_number,id_number:5809160168068,5809160168068,,South Africa,ABSA,ABSZ,Richards Bay Branch,ABSZ0000000168,transactional,ZAR,active,89,2019-03-15,24424.11,14209.45,12542.95,0.0,True
SRC-ACCT-000169,CUST-000169,id_number,id_number:0005090169069,0005090169069,,South Africa,FNB,FNBZ,De Aar Branch,FNBZ0000000169,cash_management,ZAR,dormant,101,2018-03-20,2241.92,823.74,642.65,415.71,True
SRC-ACCT-000170,CUST-000170,passport_number,passport_number:P00000170,,P00000170,Zimbabwe,CBZ Bank,CBZZ,Cape Town Branch,CBZZ0000000170,cash_management,USD,active,91,2019-01-14,3236.19,2135.51,1565.01,640.09,True
SRC-ACCT-000171,CUST-000171,id_number,id_number:9912070171071,9912070171071,,South Africa,Standard Bank,SBZA,Pretoria Branch,SBZA0000000171,savings,ZAR,active,226,2007-12-13,12494.96,2913.51,2107.81,0.0,False
SRC-ACCT-000172,CUST-000172,id_number,id_number:6405120172072,6405120172072,,South Africa,ABSA,ABSZ,Upington Branch,ABSZ0000000172,cash_management,ZAR,active,41,2023-02-22,19280.51,9914.4,6163.99,1483.07,True
SRC-ACCT-000173,CUST-000173,id_number,id_number:5509190173073,5509190173073,,South Africa,FNB,FNBZ,Ermelo Branch,FNBZ0000000173,premium_current,ZAR,active,100,2018-04-19,118102.46,89806.35,79012.66,23103.64,True
SRC-ACCT-000174,CUST-000174,id_number,id_number:6406170174074,6406170174074,,South Africa,Nedbank,NEDZ,Rustenburg Branch,NEDZ0000000174,cash_management,ZAR,active,157,2013-08-13,1669.9,621.84,518.47,165.95,True
SRC-ACCT-000175,CUST-000175,id_number,id_number:9111110175075,9111110175075,,South Africa,ABSA,ABSZ,Bellville Branch,ABSZ0000000175,cash_management,ZAR,dormant,179,2011-10-23,179227.45,64193.07,50627.09,37337.99,True
SRC-ACCT-000176,CUST-000176,id_number,id_number:0108240176076,0108240176076,,South Africa,FNB,FNBZ,Mahikeng Branch,FNBZ0000000176,transactional,ZAR,restricted,68,2020-12-04,171155.36,55209.66,45284.57,0.0,True
SRC-ACCT-000177,CUST-000177,id_number,id_number:0509250177077,0509250177077,,South Africa,Standard Bank,SBZA,Queenstown Branch,SBZA0000000177,savings,ZAR,restricted,101,2018-03-20,21108.67,5494.24,3850.12,0.0,True
SRC-ACCT-000178,CUST-000178,id_number,id_number:9304260178078,9304260178078,,South Africa,Nedbank,NEDZ,Klerksdorp Branch,NEDZ0000000178,premium_current,ZAR,restricted,187,2011-02-25,140882.08,40228.31,30215.77,21199.67,True
SRC-ACCT-000179,CUST-000179,id_number,id_number:0311270179079,0311270179079,,South Africa,Standard Bank,SBZA,Secunda Branch,SBZA0000000179,savings,ZAR,active,44,2022-11-24,35714.94,8731.27,7880.37,0.0,True
SRC-ACCT-000180,CUST-000180,passport_number,passport_number:P00000180,,P00000180,Botswana,First National Bank Botswana,FNBB,Richards Bay Branch,FNBB0000000180,premium_current,BWP,active,226,2007-12-13,3873.41,829.91,692.61,326.29,True
SRC-ACCT-000181,CUST-000181,id_number,id_number:5201310181081,5201310181081,,South Africa,Standard Bank,SBZA,Pietermaritzburg Branch,SBZA0000000181,cash_management,ZAR,active,23,2024-08-15,43356.52,10931.73,5375.67,8573.67,True
SRC-ACCT-000182,CUST-000182,id_number,id_number:5212020182082,5212020182082,,South Africa,Nedbank,NEDZ,Kuruman Branch,NEDZ0000000182,savings,ZAR,active,66,2021-02-02,2353.44,582.21,244.29,0.0,True
SRC-ACCT-000183,CUST-000183,id_number,id_number:6002250183083,6002250183083,,South Africa,Standard Bank,SBZA,Pietermaritzburg Branch,SBZA0000000183,premium_current,ZAR,active,228,2007-10-14,57741.83,22078.45,16361.79,12644.35,False
SRC-ACCT-000184,CUST-000184,passport_number,passport_number:P00000184,,P00000184,Zimbabwe,CBZ Bank,CBZZ,Mthatha Branch,CBZZ0000000184,cash_management,USD,active,205,2009-09-03,56721.86,22803.95,12482.43,13379.31,True
SRC-ACCT-000185,CUST-000185,id_number,id_number:9403190185085,9403190185085,,South Africa,ABSA,ABSZ,Pretoria Branch,ABSZ0000000185,premium_current,ZAR,active,107,2017-09-21,6157.01,3513.03,1634.56,1408.12,True
SRC-ACCT-000186,CUST-000186,id_number,id_number:0205110186086,0205110186086,,South Africa,Nedbank,NEDZ,Bloemfontein Branch,NEDZ0000000186,transactional,ZAR,restricted,226,2007-12-13,5544.81,1821.25,1088.59,0.0,True
SRC-ACCT-000187,CUST-000187,id_number,id_number:0403040187087,0403040187087,,South Africa,FNB,FNBZ,Mbombela Branch,FNBZ0000000187,savings,ZAR,active,80,2019-12-10,148670.77,42672.79,39004.16,0.0,True
SRC-ACCT-000188,CUST-000188,id_number,id_number:5807180188088,5807180188088,,South Africa,Standard Bank,SBZA,Polokwane Branch,SBZA0000000188,transactional,ZAR,active,47,2022-08-26,16045.64,3921.84,3581.64,0.0,True
SRC-ACCT-000189,CUST-000189,id_number,id_number:9112060189089,9112060189089,,South Africa,ABSA,ABSZ,Mthatha Branch,ABSZ0000000189,premium_current,ZAR,active,80,2019-12-10,105958.87,46491.16,18449.83,14833.59,True
SRC-ACCT-000190,CUST-000190,id_number,id_number:5802070190090,5802070190090,,South Africa,Standard Bank,SBZA,Welkom Branch,SBZA0000000190,premium_current,ZAR,active,203,2009-11-02,58813.56,17877.75,9186.82,11480.18,True
SRC-ACCT-000191,CUST-000191,id_number,id_number:8310190191091,8310190191091,,South Africa,Capitec,CPTC,Stellenbosch Branch,CPTC0000000191,savings,ZAR,active,137,2015-04-05,2032.19,632.18,428.16,0.0,True
SRC-ACCT-000192,CUST-000192,id_number,id_number:0501230192092,0501230192092,,South Africa,FNB,FNBZ,Thohoyandou Branch,FNBZ0000000192,transactional,ZAR,active,49,2022-06-27,41457.78,8859.34,7804.44,0.0,False
SRC-ACCT-000193,CUST-000193,id_number,id_number:6609190193093,6609190193093,,South Africa,ABSA,ABSZ,Bethlehem Branch,ABSZ0000000193,cash_management,ZAR,active,90,2019-02-13,14473.43,4245.18,1540.15,3016.55,False
SRC-ACCT-000194,CUST-000194,id_number,id_number:7308190194094,7308190194094,,South Africa,Capitec,CPTC,Brits Branch,CPTC0000000194,transactional,ZAR,active,183,2011-06-25,21238.09,9958.24,5753.74,0.0,True
SRC-ACCT-000195,CUST-000195,id_number,id_number:8107160195095,8107160195095,,South Africa,FNB,FNBZ,Richards Bay Branch,FNBZ0000000195,cash_management,ZAR,active,116,2016-12-25,5291.95,2341.96,896.12,453.01,True
SRC-ACCT-000196,CUST-000196,passport_number,passport_number:P00000196,,P00000196,Mozambique,FNB Mozambique,FNBM,Sasolburg Branch,FNBM0000000196,cash_management,MZN,active,62,2021-06-02,32365.47,8108.53,3860.11,2943.8,True
SRC-ACCT-000197,CUST-000197,id_number,id_number:7004260197097,7004260197097,,South Africa,Standard Bank,SBZA,Bloemfontein Branch,SBZA0000000197,savings,ZAR,dormant,199,2010-03-02,25049.83,9211.58,3411.0,0.0,True
SRC-ACCT-000198,CUST-000198,passport_number,passport_number:P00000198,,P00000198,Lesotho,Nedbank Lesotho,NEDL,Brits Branch,NEDL0000000198,transactional,LSL,active,18,2025-01-12,56826.72,26669.6,19936.9,0.0,True
SRC-ACCT-000199,CUST-000199,id_number,id_number:0410130199099,0410130199099,,South Africa,FNB,FNBZ,Cape Town Branch,FNBZ0000000199,savings,ZAR,dormant,162,2013-03-16,18856.96,7333.45,4228.63,0.0,True
SRC-ACCT-000200,CUST-000200,id_number,id_number:6101050200000,6101050200000,,South Africa,Standard Bank,SBZA,George Branch,SBZA0000000200,premium_current,ZAR,active,223,2008-03-12,315174.99,55236.12,44543.04,17501.39,True
SRC-ACCT-000201,CUST-000201,id_number,id_number:0404240201001,0404240201001,,South Africa,Nedbank,NEDZ,Upington Branch,NEDZ0000000201,transactional,ZAR,active,127,2016-01-30,14605.06,4686.68,3392.45,0.0,True
SRC-ACCT-000202,CUST-000202,id_number,id_number:8204150202002,8204150202002,,South Africa,Capitec,CPTC,Grahamstown Branch,CPTC0000000202,cash_management,ZAR,active,130,2015-11-01,2879.11,640.83,237.14,529.81,True
SRC-ACCT-000203,CUST-000203,id_number,id_number:5307150203003,5307150203003,,South Africa,FNB,FNBZ,Stellenbosch Branch,FNBZ0000000203,premium_current,ZAR,restricted,183,2011-06-25,55456.72,16311.5,11427.84,5081.89,True
SRC-ACCT-000204,CUST-000204,id_number,id_number:0801030204004,0801030204004,,South Africa,Nedbank,NEDZ,Newcastle Branch,NEDZ0000000204,transactional,ZAR,active,194,2010-07-30,19088.14,5857.71,5231.61,0.0,True
SRC-ACCT-000205,CUST-000205,id_number,id_number:5702140205005,5702140205005,,South Africa,ABSA,ABSZ,Upington Branch,ABSZ0000000205,cash_management,ZAR,active,129,2015-12-01,16041.03,14347.17,8093.3,2325.32,True
SRC-ACCT-000206,CUST-000206,id_number,id_number:0605090206006,0605090206006,,South Africa,FNB,FNBZ,George Branch,FNBZ0000000206,savings,ZAR,active,160,2013-05-15,7099.09,1924.67,1394.59,0.0,True
SRC-ACCT-000207,CUST-000207,id_number,id_number:7908100207007,7908100207007,,South Africa,Nedbank,NEDZ,Mthatha Branch,NEDZ0000000207,transactional,ZAR,active,136,2015-05-05,32315.64,9403.53,7310.71,0.0,True
SRC-ACCT-000208,CUST-000208,id_number,id_number:9909200208008,9909200208008,,South Africa,Nedbank,NEDZ,Umhlanga Branch,NEDZ0000000208,cash_management,ZAR,active,79,2020-01-09,3893.99,2072.87,730.47,860.8,True
SRC-ACCT-000209,CUST-000209,id_number,id_number:6901050209009,6901050209009,,South Africa,ABSA,ABSZ,Ermelo Branch,ABSZ0000000209,cash_management,ZAR,active,169,2012-08-18,2280.77,971.73,769.75,385.22,True
SRC-ACCT-000210,CUST-000210,id_number,id_number:7104180210010,7104180210010,,South Africa,ABSA,ABSZ,Soweto Branch,ABSZ0000000210,cash_management,ZAR,active,48,2022-07-27,1225.59,635.38,578.83,203.24,True
SRC-ACCT-000211,CUST-000211,id_number,id_number:7507180211011,7507180211011,,South Africa,Nedbank,NEDZ,Lephalale Branch,NEDZ0000000211,cash_management,ZAR,dormant,142,2014-11-06,3505.75,983.46,690.46,431.71,True
SRC-ACCT-000212,CUST-000212,id_number,id_number:9111090212012,9111090212012,,South Africa,Standard Bank,SBZA,Polokwane Branch,SBZA0000000212,transactional,ZAR,active,152,2014-01-10,36196.03,19209.41,8381.8,0.0,True
SRC-ACCT-000213,CUST-000213,id_number,id_number:6401010213013,6401010213013,,South Africa,Standard Bank,SBZA,East London Branch,SBZA0000000213,premium_current,ZAR,dormant,200,2010-01-31,127786.59,35955.43,25230.89,24079.43,True
SRC-ACCT-000214,CUST-000214,passport_number,passport_number:P00000214,,P00000214,Mozambique,BCI Mozambique,BCIM,Stellenbosch Branch,BCIM0000000214,savings,MZN,closed,18,2025-01-12,3106.65,1560.53,1220.21,0.0,True
SRC-ACCT-000215,CUST-000215,id_number,id_number:8005280215015,8005280215015,,South Africa,Nedbank,NEDZ,Middelburg Branch,NEDZ0000000215,cash_management,ZAR,active,52,2022-03-29,113559.9,29746.11,13207.31,14747.16,False
SRC-ACCT-000216,CUST-000216,id_number,id_number:7606200216016,7606200216016,,South Africa,FNB,FNBZ,Thohoyandou Branch,FNBZ0000000216,premium_current,ZAR,closed,92,2018-12-15,150846.07,37078.1,16133.87,16196.07,True
SRC-ACCT-000217,CUST-000217,id_number,id_number:8703110217017,8703110217017,,South Africa,Nedbank,NEDZ,Witbank Branch,NEDZ0000000217,transactional,ZAR,active,155,2013-10-12,171664.45,45313.25,16398.79,0.0,True
SRC-ACCT-000218,CUST-000218,id_number,id_number:5511080218018,5511080218018,,South Africa,ABSA,ABSZ,Paarl Branch,ABSZ0000000218,savings,ZAR,active,14,2025-05-12,11954.01,4226.19,3036.99,0.0,True
SRC-ACCT-000219,CUST-000219,passport_number,passport_number:P00000219,,P00000219,Botswana,Standard Chartered Botswana,SCBZ,Bloemfontein Branch,SCBZ0000000219,cash_management,BWP,active,48,2022-07-27,214291.51,71238.86,36290.73,14644.42,True
SRC-ACCT-000220,CUST-000220,id_number,id_number:7207070220020,7207070220020,,South Africa,ABSA,ABSZ,Cape Town Branch,ABSZ0000000220,transactional,ZAR,active,75,2020-05-08,48988.08,13331.51,9158.75,0.0,True
SRC-ACCT-000221,CUST-000221,id_number,id_number:6305150221021,6305150221021,,South Africa,Capitec,CPTC,Stellenbosch Branch,CPTC0000000221,cash_management,ZAR,active,193,2010-08-29,167543.37,38858.39,14104.6,9501.59,True
SRC-ACCT-000222,CUST-000222,id_number,id_number:6404290222022,6404290222022,,South Africa,ABSA,ABSZ,Kuruman Branch,ABSZ0000000222,premium_current,ZAR,active,195,2010-06-30,2755.61,643.63,525.61,261.33,True
SRC-ACCT-000223,CUST-000223,id_number,id_number:6007100223023,6007100223023,,South Africa,Capitec,CPTC,Bellville Branch,CPTC0000000223,premium_current,ZAR,dormant,31,2023-12-19,42341.93,38899.91,27521.51,9333.12,True
SRC-ACCT-000224,CUST-000224,id_number,id_number:0506050224024,0506050224024,,South Africa,Nedbank,NEDZ,Soweto Branch,NEDZ0000000224,transactional,ZAR,active,219,2008-07-10,32030.86,8864.16,5934.49,0.0,True
SRC-ACCT-000225,CUST-000225,id_number,id_number:6108160225025,6108160225025,,South Africa,FNB,FNBZ,Brits Branch,FNBZ0000000225,cash_management,ZAR,active,205,2009-09-03,39393.52,19580.76,15454.89,9413.66,True
SRC-ACCT-000226,CUST-000226,id_number,id_number:6701040226026,6701040226026,,South Africa,Nedbank,NEDZ,Rustenburg Branch,NEDZ0000000226,premium_current,ZAR,active,133,2015-08-03,197953.69,44888.96,20537.24,10409.25,True
SRC-ACCT-000227,CUST-000227,id_number,id_number:9606170227027,9606170227027,,South Africa,FNB,FNBZ,Middelburg Branch,FNBZ0000000227,premium_current,ZAR,active,84,2019-08-12,70514.66,41085.9,36896.31,14920.76,True
SRC-ACCT-000228,CUST-000228,id_number,id_number:8010270228028,8010270228028,,South Africa,FNB,FNBZ,George Branch,FNBZ0000000228,transactional,ZAR,active,71,2020-09-05,51252.92,17170.41,7584.93,0.0,True
SRC-ACCT-000229,CUST-000229,id_number,id_number:0602170229029,0602170229029,,South Africa,Standard Bank,SBZA,Welkom Branch,SBZA0000000229,transactional,ZAR,active,74,2020-06-07,16242.07,5823.09,5107.31,0.0,True
SRC-ACCT-000230,CUST-000230,id_number,id_number:6211240230030,6211240230030,,South Africa,Nedbank,NEDZ,Cape Town Branch,NEDZ0000000230,premium_current,ZAR,active,133,2015-08-03,62813.98,13511.91,4855.97,14683.63,True
SRC-ACCT-000231,CUST-000231,id_number,id_number:0205140231031,0205140231031,,South Africa,Nedbank,NEDZ,Tzaneen Branch,NEDZ0000000231,savings,ZAR,active,90,2019-02-13,1036.32,573.97,372.62,0.0,True
SRC-ACCT-000232,CUST-000232,passport_number,passport_number:P00000232,,P00000232,Zimbabwe,Stanbic Bank Zimbabwe,STBZ,Klerksdorp Branch,STBZ0000000232,cash_management,USD,active,25,2024-06-16,175944.29,70350.47,36136.25,32302.29,True
SRC-ACCT-000233,CUST-000233,id_number,id_number:8003180233033,8003180233033,,South Africa,FNB,FNBZ,Bellville Branch,FNBZ0000000233,cash_management,ZAR,active,111,2017-05-24,18648.27,4383.34,3446.6,2038.32,True
SRC-ACCT-000234,CUST-000234,id_number,id_number:8011140234034,8011140234034,,South Africa,FNB,FNBZ,De Aar Branch,FNBZ0000000234,cash_management,ZAR,active,189,2010-12-27,80711.34,50022.79,43253.68,13829.28,True
SRC-ACCT-000235,CUST-000235,id_number,id_number:0007170235035,0007170235035,,South Africa,Capitec,CPTC,Durban Branch,CPTC0000000235,premium_current,ZAR,restricted,150,2014-03-11,184135.05,43576.31,30451.53,39499.77,True
