source_customer_id,customer_type,first_name,last_name,id_number,passport_number,country_of_birth,primary_phone_number,secondary_phone_number,date_of_birth,gender,region,city,employment_status,income_band,customer_status,onboarding_date,kyc_status,risk_rating
CUST-000160,individual,Mpho,Naidoo,6811020160060,,South Africa,+27821000160,,1968-11-02,male,Mpumalanga,Middelburg,employed,10000-19999,active,1994-09-16,pending,medium
CUST-000161,individual,Sibusiso,Dlamini,8512020161061,,South Africa,+27821000161,,1985-12-02,female,North West,Klerksdorp,retired,0-4999,closed,2014-06-25,verified,medium
CUST-000162,individual,Zanele,Molefe,9304060162062,,South Africa,+27821000162,,1993-04-06,other,KwaZulu-Natal,Newcastle,student,5000-9999,active,2018-02-21,verified,medium
CUST-000163,individual,Lindiwe,Van Wyk,7103030163063,,South Africa,+27821000163,,1971-03-03,male,North West,Mahikeng,self_employed,80000+,active,1995-02-28,expired,medium
CUST-000164,individual,Karabo,Van Wyk,0412170164064,,South Africa,+27821000164,,2004-12-17,male,Northern Cape,De Aar,self_employed,10000-19999,active,2023-06-02,verified,high
CUST-000165,individual,Mpho,Khumalo,9803110165065,,South Africa,+27821000165,,1998-03-11,unknown,Western Cape,Stellenbosch,unemployed,40000-79999,inactive,2021-02-22,verified,medium
CUST-000166,individual,Thabo,Pillay,5609080166066,,South Africa,+27821000166,,1956-09-08,other,North West,Klerksdorp,retired,0-4999,inactive,2024-10-25,verified,medium
CUST-000167,individual,Kabelo,Pillay,0001220167067,,South Africa,+27821000167,,2000-01-22,unknown,Western Cape,Paarl,unemployed,20000-39999,active,2018-09-25,verified,medium
CUST-000168,individual,Neo,Mokoena,5809160168068,,South Africa,+27821000168,,1958-09-16,female,KwaZulu-Natal,Richards Bay,self-employed,20000-39999,active,2025-02-02,expired,medium
CUST-000169,individual,Thabo,Mthembu,0005090169069,,South Africa,+27821000169,,2000-05-09,unknown,Northern Cape,De Aar,student,0-4999,inactive,2023-02-09,pending,low
CUST-000170,individual,Sibusiso,Mokoena,,P00000170,Zimbabwe,+27821000170,,1973-02-06,unknown,Western Cape,Cape Town,unemployed,5000-9999,active,2000-05-05,verified,medium
CUST-000171,individual,Karabo,Maseko,9912070171071,,South Africa,+27821000171,,1999-12-07,other,Gauteng,Pretoria,self_employed,10000-19999,active,2020-05-14,verified,medium
CUST-000172,individual,Zanele,Mabena,6405120172072,,South Africa,+27821000172,,1964-05-12,unknown,Northern Cape,Upington,student,20000-39999,active,2011-12-22,verified,low
CUST-000173,individual,Sipho,Mahlangu,5509190173073,,South Africa,+27821000173,,1955-09-19,male,Mpumalanga,Ermelo,self-employed,80000+,active,2004-08-12,verified,low
CUST-000174,individual,Nomsa,Dlamini,6406170174074,,South Africa,+27821000174,,1964-06-17,other,North West,Rustenburg,retired,0-4999,active,2018-08-08,failed,high
CUST-000175,individual,Neo,Ndlovu,9111110175075,,South Africa,+27821000175,,1991-11-11,male,Western Cape,Bellville,student,80000+,inactive,2018-03-08,pending,low
CUST-000176,individual,Sibusiso,Ndlovu,0108240176076,,South Africa,+27821000176,,2001-08-24,unknown,North West,Mahikeng,self_employed,80000+,suspended,2022-01-28,pending,high
CUST-000177,individual,Nomsa,Molefe,0509250177077,,South Africa,+27821000177,,2005-09-25,other,Eastern Cape,Queenstown,student,20000-39999,suspended,2025-09-14,verified,high
CUST-000178,individual,Sibusiso,Khumalo,9304260178078,,South Africa,+27821000178,,1993-04-26,female,North West,Klerksdorp,self-employed,40000-79999,suspended,2013-07-11,verified,medium
CUST-000179,individual,Ayanda,Mabena,0311270179079,,South Africa,+27821000179,,2003-11-27,other,Mpumalanga,Secunda,self-employed,20000-39999,active,2025-02-25,verified,low
CUST-000180,individual,Ayanda,Mokoena,,P00000180,Botswana,+27821000180,,1995-07-10,female,KwaZulu-Natal,Richards Bay,retired,0-4999,active,2023-11-10,verified,low
CUST-000181,individual,Karabo,Mabena,5201310181081,,South Africa,+27821000181,,1952-01-31,unknown,KwaZulu-Natal,Pietermaritzburg,retired,20000-39999,active,2007-01-30,verified,low
CUST-000182,individual,Thabo,Van Wyk,5212020182082,,South Africa,+27821000182,,1952-12-02,unknown,Northern Cape,Kuruman,self_employed,0-4999,active,1971-07-06,not_started,medium
CUST-000183,individual,Lerato,Naidoo,6002250183083,,South Africa,+27821000183,,1960-02-25,unknown,KwaZulu-Natal,Pietermaritzburg,unemployed,40000-79999,active,2025-03-13,verified,medium
CUST-000184,individual,Lerato,Pillay,,P00000184,Zimbabwe,+27821000184,,1973-04-30,unknown,Eastern Cape,Mthatha,unemployed,40000-79999,active,2022-08-08,verified,medium
CUST-000185,individual,Palesa,Van Wyk,9403190185085,,South Africa,+27821000185,,1994-03-19,female,Gauteng,Pretoria,self_employed,5000-9999,active,2013-06-21,verified,medium
CUST-000186,individual,Anele,Mahlangu,0205110186086,,South Africa,+27821000186,,2002-05-11,other,Free State,Bloemfontein,employed,5000-9999,suspended,2025-09-09,verified,medium
CUST-000187,individual,Naledi,Mthembu,0403040187087,,South Africa,+27821000187,,2004-03-04,male,Mpumalanga,Mbombela,retired,80000+,active,2022-12-24,verified,low
CUST-000188,individual,Lindiwe,Naidoo,5807180188088,,South Africa,+27821000188,,1958-07-18,female,Limpopo,Polokwane,retired,10000-19999,active,2021-06-21,verified,low
CUST-000189,individual,Lerato,Mthembu,9112060189089,,South Africa,+27821000189,,1991-12-06,other,Eastern Cape,Mthatha,self_employed,80000+,active,2020-12-07,verified,low
CUST-000190,individual,Lerato,Ndlovu,5802070190090,,South Africa,+27821000190,,1958-02-07,female,Free State,Welkom,self-employed,20000-39999,active,1983-06-18,verified,low
CUST-000191,individual,Thabo,Ndlovu,8310190191091,,South Africa,+27821000191,,1983-10-19,other,Western Cape,Stellenbosch,student,0-4999,active,2013-11-24,verified,low
CUST-000192,individual,Karabo,Van Wyk,0501230192092,,South Africa,+27821000192,,2005-01-23,male,Limpopo,Thohoyandou,retired,20000-39999,active,2026-05-31,verified,medium
CUST-000193,individual,Mpho,Mthembu,6609190193093,,South Africa,+27821000193,,1966-09-19,female,Free State,Bethlehem,self-employed,10000-19999,active,1990-12-11,verified,low
CUST-000194,individual,Kabelo,Mahlangu,7308190194094,,South Africa,+27821000194,,1973-08-19,unknown,North West,Brits,self-employed,20000-39999,active,2023-12-20,verified,low
CUST-000195,individual,Kabelo,Molefe,8107160195095,,South Africa,+27821000195,,1981-07-16,unknown,KwaZulu-Natal,Richards Bay,student,5000-9999,active,2018-11-08,verified,low
CUST-000196,individual,Zanele,Mthembu,,P00000196,Mozambique,+27821000196,,1980-09-29,female,Free State,Sasolburg,retired,20000-39999,active,2015-08-12,verified,low
CUST-000197,individual,Sipho,Molefe,7004260197097,,South Africa,+27821000197,,1970-04-26,male,Free State,Bloemfontein,retired,20000-39999,inactive,2007-12-26,verified,low
CUST-000198,individual,Ayanda,Mokoena,,P00000198,Lesotho,+27821000198,,1985-05-01,other,North West,Brits,retired,40000-79999,active,2006-08-24,verified,low
CUST-000199,individual,Karabo,Mabena,0410130199099,,South Africa,+27821000199,,2004-10-13,unknown,Western Cape,Cape Town,self-employed,20000-39999,inactive,2026-05-11,verified,low
CUST-000200,individual,Mpho,Naidoo,6101050200000,,South Africa,+27821000200,,1961-01-05,unknown,Western Cape,George,unemployed,80000+,active,1979-12-16,verified,low
CUST-000201,individual,Lerato,Mahlangu,0404240201001,,South Africa,+27821000201,,2004-04-24,male,Northern Cape,Upington,self-employed,10000-19999,active,2026-03-08,pending,low
CUST-000202,individual,Lerato,Molefe,8204150202002,,South Africa,+27821000202,,1982-04-15,female,Eastern Cape,Grahamstown,retired,0-4999,active,2020-09-17,verified,low
CUST-000203,individual,Ayanda,Pillay,5307150203003,,South Africa,+27821000203,,1953-07-15,unknown,Western Cape,Stellenbosch,self_employed,20000-39999,suspended,2002-04-24,verified,high
CUST-000204,individual,Naledi,Mokoena,0801030204004,,South Africa,+27821000204,,2008-01-03,male,KwaZulu-Natal,Newcastle,self_employed,10000-19999,active,2026-02-19,verified,medium
CUST-000205,individual,Ayanda,Mabena,5702140205005,,South Africa,+27821000205,,1957-02-14,other,Northern Cape,Upington,student,20000-39999,active,1984-04-01,verified,low
CUST-000206,individual,Palesa,Maseko,0605090206006,,South Africa,+27821000206,,2006-05-09,female,Western Cape,George,retired,5000-9999,active,2025-06-14,verified,low
CUST-000207,individual,Karabo,Pillay,7908100207007,,South Africa,+27821000207,,1979-08-10,unknown,Eastern Cape,Mthatha,self_employed,20000-39999,active,2002-11-23,verified,low
CUST-000208,individual,Neo,Naidoo,9909200208008,,South Africa,+27821000208,,1999-09-20,female,KwaZulu-Natal,Umhlanga,unemployed,5000-9999,active,2025-06-30,verified,low
CUST-000209,individual,Mpho,Khumalo,6901050209009,,South Africa,+27821000209,,1969-01-05,female,Mpumalanga,Ermelo,student,0-4999,active,2023-07-31,verified,medium
CUST-000210,individual,Ayanda,Van Wyk,7104180210010,,South Africa,+27821000210,,1971-04-18,female,Gauteng,Soweto,student,0-4999,active,2002-05-25,verified,medium
CUST-000211,individual,Lerato,Nkosi,7507180211011,,South Africa,+27821000211,,1975-07-18,male,Limpopo,Lephalale,self-employed,0-4999,inactive,2017-11-27,not_started,medium
CUST-000212,individual,Neo,Nkosi,9111090212012,,South Africa,+27821000212,,1991-11-09,unknown,Limpopo,Polokwane,self_employed,40000-79999,active,2015-10-01,expired,high
CUST-000213,individual,Kabelo,Nkosi,6401010213013,,South Africa,+27821000213,,1964-01-01,other,Eastern Cape,East London,self-employed,40000-79999,inactive,2017-03-16,verified,low
CUST-000214,individual,Sibusiso,Mahlangu,,P00000214,Mozambique,+27821000214,,1975-06-30,male,Western Cape,Stellenbosch,self_employed,5000-9999,closed,2016-07-27,verified,high
CUST-000215,individual,Zanele,Mthembu,8005280215015,,South Africa,+27821000215,,1980-05-28,female,Mpumalanga,Middelburg,unemployed,40000-79999,active,2009-07-04,verified,medium
CUST-000216,individual,Sibusiso,Botha,7606200216016,,South Africa,+27821000216,,1976-06-20,other,Limpopo,Thohoyandou,employed,40000-79999,closed,2025-08-18,verified,low
CUST-000217,individual,Karabo,Mahlangu,8703110217017,,South Africa,+27821000217,,1987-03-11,unknown,Mpumalanga,Witbank,self-employed,80000+,active,2010-01-28,verified,low
CUST-000218,individual,Sipho,Nkosi,5511080218018,,South Africa,+27821000218,,1955-11-08,male,Western Cape,Paarl,retired,10000-19999,active,1977-12-22,verified,low
CUST-000219,individual,Thabo,Pillay,,P00000219,Botswana,+27821000219,,1965-10-09,other,Free State,Bloemfontein,retired,80000+,active,2022-12-29,verified,low
CUST-000220,individual,Thabo,Mokoena,7207070220020,,South Africa,+27821000220,,1972-07-07,other,Western Cape,Cape Town,employed,20000-39999,active,2009-10-07,verified,low
CUST-000221,individual,Anele,Pillay,6305150221021,,South Africa,+27821000221,,1963-05-15,male,Western Cape,Stellenbosch,retired,80000+,active,2024-03-23,verified,low
CUST-000222,individual,Palesa,Pillay,6404290222022,,South Africa,+27821000222,,1964-04-29,unknown,Northern Cape,Kuruman,self_employed,0-4999,active,1985-05-23,verified,low
CUST-000223,individual,Nomsa,Mabena,6007100223023,,South Africa,+27821000223,,1960-07-10,female,Western Cape,Bellville,self_employed,40000-79999,inactive,1991-01-30,verified,low
CUST-000224,individual,Lindiwe,Mthembu,0506050224024,,South Africa,+27821000224,,2005-06-05,male,Gauteng,Soweto,unemployed,20000-39999,active,2025-01-08,verified,low
CUST-000225,individual,Anele,Pillay,6108160225025,,South Africa,+27821000225,,1961-08-16,unknown,North West,Brits,self-employed,40000-79999,active,2001-04-01,verified,low
CUST-000226,individual,Lindiwe,Pillay,6701040226026,,South Africa,+27821000226,,1967-01-04,other,North West,Rustenburg,retired,80000+,active,2019-03-23,pending,low
CUST-000227,individual,Lerato,Van Wyk,9606170227027,,South Africa,+27821000227,,1996-06-17,male,Mpumalanga,Middelburg,self_employed,40000-79999,active,2023-10-11,verified,medium
CUST-000228,individual,Palesa,Pillay,8010270228028,,South Africa,+27821000228,,1980-10-27,female,Western Cape,George,unemployed,40000-79999,active,2016-05-06,verified,medium
CUST-000229,individual,Ayanda,Van Wyk,0602170229029,,South Africa,+27821000229,,2006-02-17,other,Free State,Welkom,self_employed,10000-19999,active,2024-04-13,verified,medium
CUST-000230,individual,Mpho,Botha,6211240230030,,South Africa,+27821000230,,1962-11-24,other,Western Cape,Cape Town,employed,20000-39999,active,2005-01-03,verified,low
CUST-000231,individual,Sibusiso,Van Wyk,0205140231031,,South Africa,+27821000231,,2002-05-14,female,Limpopo,Tzaneen,employed,0-4999,active,2022-03-28,verified,low
CUST-000232,individual,Sipho,Naidoo,,P00000232,Zimbabwe,+27821000232,,1973-06-13,male,North West,Klerksdorp,unemployed,80000+,active,1993-07-05,verified,high
CUST-000233,individual,Naledi,Ndlovu,8003180233033,,South Africa,+27821000233,,1980-03-18,unknown,Western Cape,Bellville,self-employed,10000-19999,active,2010-05-18,verified,high
CUST-000234,individual,Mpho,Naidoo,8011140234034,,South Africa,+27821000234,,1980-11-14,unknown,Northern Cape,De Aar,self_employed,80000+,active,2002-09-29,verified,low
CUST-000235,individual,Kabelo,Mokoena,0007170235035,,South Africa,+27821000235,,2000-07-17,unknown,KwaZulu-Natal,Durban,retired,80000+,suspended,2021-04-16,not_started,high
CUST-000236,individual,Sibusiso,Molefe,,P00000236,Namibia,+27821000236,,1979-02-05,female,Eastern Cape,Grahamstown,employed,5000-9999,closed,2001-10-05,verified,high
CUST-000237,individual,Lerato,Maseko,9802200237037,,South Africa,+27821000237,,1998-02-20,female,Limpopo,Thohoyandou,unemployed,80000+,closed,2020-10-07,pending,low
CUST-000238,individual,Kabelo,Botha,6303280238038,,South Africa,+27821000238,,1963-03-28,other,Free State,Bethlehem,self_employed,0-4999,suspended,2002-06-24,expired,medium
CUST-000239,individual,Lindiwe,Dlamini,6909110239039,,South Africa,+27821000239,,1969-09-11,unknown,Western Cape,Stellenbosch,self-employed,20000-39999,active,1993-10-19,verified,low
CUST-000240,individual,Neo,Mahlangu,7504140240040,,South Africa,+27821000240,,1975-04-14,other,Western Cape,Stellenbosch,self_employed,0-4999,inactive,1998-08-30,pending,medium
CUST-000241,individual,Neo,Botha,7310110241041,,South Africa,+27821000241,,1973-10-11,male,Mpumalanga,Ermelo,employed,20000-39999,active,2007-09-25,verified,medium
CUST-000242,individual,Kabelo,Mabena,6008260242042,,South Africa,+27821000242,,1960-08-26,female,Western Cape,Cape Town,student,40000-79999,active,1991-03-11,verified,low
CUST-000243,individual,Lerato,Mokoena,7409240243043,,South Africa,+27821000243,,1974-09-24,unknown,Gauteng,Johannesburg,employed,5000-9999,active,1996-02-04,verified,medium
CUST-000244,individual,Nomsa,Molefe,0212300244044,,South Africa,+27821000244,,2002-12-30,unknown,Mpumalanga,Middelburg,self_employed,0-4999,active,2023-06-05,verified,low
CUST-000245,individual,Anele,Pillay,0608090245045,,South Africa,+27821000245,,2006-08-09,male,Eastern Cape,Mthatha,retired,40000-79999,active,2026-05-05,verified,low
CUST-000246,individual,Kabelo,Maseko,7311110246046,,South Africa,+27821000246,,1973-11-11,other,Northern Cape,Kimberley,unemployed,10000-19999,closed,2020-02-26,verified,low
CUST-000247,individual,Ayanda,Naidoo,6708230247047,,South Africa,+27821000247,,1967-08-23,male,Limpopo,Lephalale,self_employed,0-4999,active,1986-10-24,verified,medium
CUST-000248,individual,Karabo,Mahlangu,7309290248048,,South Africa,+27821000248,,1973-09-29,unknown,Eastern Cape,Mthatha,self-employed,5000-9999,active,2021-03-17,verified,medium
CUST-000249,individual,Karabo,Dlamini,,P00000249,Lesotho,+27821000249,,1967-04-23,unknown,Limpopo,Makhado,student,10000-19999,suspended,1995-12-02,not_started,high
CUST-000250,individual,Palesa,Maseko,6704050250050,,South Africa,+27821000250,,1967-04-05,male,Gauteng,Johannesburg,self_employed,10000-19999,active,2007-04-05,verified,low
CUST-000251,individual,Lerato,Naidoo,6706070251051,,South Africa,+27821000251,,1967-06-07,unknown,Limpopo,Polokwane,student,0-4999,active,2021-06-04,verified,high
CUST-000252,individual,Zanele,Naidoo,8109140252052,,South Africa,+27821000252,,1981-09-14,male,Limpopo,Tzaneen,retired,40000-79999,closed,2013-03-28,verified,low
CUST-000253,individual,Sibusiso,Mokoena,0607270253053,,South Africa,+27821000253,,2006-07-27,unknown,Eastern Cape,Grahamstown,student,0-4999,inactive,2025-07-27,verified,medium
CUST-000254,individual,Sipho,Naidoo,6711050254054,,South Africa,+27821000254,,1967-11-05,other,Limpopo,Lephalale,self_employed,80000+,active,2012-11-12,verified,high
CUST-000255,individual,Sibusiso,Mokoena,5906210255055,,South Africa,+27821000255,,1959-06-21,female,North West,Rustenburg,unemployed,20000-39999,active,2007-08-04,verified,low
CUST-000256,individual,Anele,Botha,8902270256056,,South Africa,+27821000256,,1989-02-27,female,Mpumalanga,Middelburg,employed,10000-19999,suspended,2010-11-20,verified,medium
CUST-000257,individual,Kabelo,Maseko,5304230257057,,South Africa,+27821000257,,1953-04-23,unknown,Free State,Bloemfontein,retired,0-4999,active,1999-11-25,verified,low
CUST-000258,individual,Naledi,Nkosi,9003160258058,,South Africa,+27821000258,,1990-03-16,other,KwaZulu-Natal,Umhlanga,retired,10000-19999,suspended,2022-11-12,pending,medium
CUST-000259,individual,Naledi,Ndlovu,7803110259059,,South Africa,+27821000259,,1978-03-11,other,Western Cape,Cape Town,retired,80000+,active,2006-11-05,verified,low
CUST-000260,individual,Nomsa,Mthembu,0505100260060,,South Africa,+27821000260,,2005-05-10,unknown,Eastern Cape,Gqeberha,unemployed,20000-39999,active,2026-01-17,verified,low
CUST-000261,individual,Mpho,Botha,7504140261061,,South Africa,+27821000261,,1975-04-14,other,Northern Cape,De Aar,self_employed,10000-19999,active,1997-05-16,verified,low
CUST-000262,individual,Ayanda,Mokoena,,P00000262,Namibia,+27821000262,,2002-02-17,unknown,KwaZulu-Natal,Durban,student,20000-39999,active,2020-10-26,verified,low
CUST-000263,individual,Ayanda,Maseko,,P00000263,Botswana,+27821000263,,1999-07-21,male,North West,Brits,employed,20000-39999,suspended,2025-04-04,verified,low
CUST-000264,individual,Neo,Maseko,6701070264064,,South Africa,+27821000264,,1967-01-07,other,Eastern Cape,East London,self-employed,80000+,active,1992-07-07,verified,high
CUST-000265,individual,Lindiwe,Nkosi,5707090265065,,South Africa,+27821000265,,1957-07-09,unknown,Mpumalanga,Ermelo,employed,20000-39999,active,1983-04-29,verified,low
CUST-000266,individual,Palesa,Pillay,6412070266066,,South Africa,+27821000266,,1964-12-07,other,Western Cape,Cape Town,unemployed,80000+,active,1989-07-31,verified,low
CUST-000267,individual,Thabo,Pillay,9501270267067,,South Africa,+27821000267,,1995-01-27,other,North West,Rustenburg,retired,5000-9999,active,2025-11-26,verified,medium
CUST-000268,individual,Neo,Nkosi,5512070268068,,South Africa,+27821000268,,1955-12-07,female,Free State,Bethlehem,self_employed,5000-9999,active,2016-07-25,verified,low
CUST-000269,individual,Sibusiso,Botha,7806200269069,,South Africa,+27821000269,,1978-06-20,other,Limpopo,Makhado,employed,40000-79999,inactive,2016-05-05,verified,low
CUST-000270,individual,Sipho,Mahlangu,6510090270070,,South Africa,+27821000270,,1965-10-09,male,Free State,Kroonstad,employed,5000-9999,active,1986-09-18,verified,low
,individual,Zanele,Mokoena,5406230271071,,South Africa,+27821000271,,1954-06-23,male,Gauteng,Soweto,self-employed,20000-39999,inactive,2013-06-04,pending,medium
CUST-000272,vip_person,Nomsa,Mokoena,,P00000272,Botswana,+27821000272,,2004-10-20,unknown,KwaZulu-Natal,Newcastle,employed,5000-9999,active,2025-04-20,verified,low
CUST-000273,individual,Mpho,Khumalo,0211060273073,,South Africa,+27821000273,,2026-08-05,male,Eastern Cape,East London,student,0-4999,active,2023-04-02,verified,low
CUST-000274,individual,Nomsa,Mabena,7108020274074,,South Africa,+27821000274,,2011-07-06,unknown,Free State,Bethlehem,student,0-4999,active,2000-11-27,verified,low
CUST-000275,individual,Kabelo,Molefe,5203020275075,,South Africa,+27821000275,,1952-03-02,other,Atlantis,Poseidon City,self-employed,10000-19999,active,2016-01-21,verified,low
CUST-000276,individual,Zanele,Naidoo,7804250276076,,South Africa,+27821000276,,1978-04-25,male,,Umhlanga,retired,0-4999,inactive,2004-10-06,failed,high
CUST-000277,individual,Kabelo,Nkosi,,P00000277,Mozambique,+27821000277,,1996-02-17,male,Free State,Sasolburg,retired,999999-1000000,active,2020-10-04,verified,low
CUST-000278,individual,Mpho,Khumalo,9403100278078,,South Africa,+27821000278,,1994-03-10,other,Northern Cape,Springbok,retired,40000-79999,paused,2020-03-24,failed,high
CUST-000279,individual,Kabelo,Molefe,6712070279079,,South Africa,+27821000279,,1967-12-07,other,Limpopo,Polokwane,unemployed,0-4999,active,2016-06-03,approved,medium
CUST-000280,individual,Naledi,Mokoena,9309210280080,,South Africa,+27821000280,,1993-09-21,male,Western Cape,Paarl,self_employed,5000-9999,suspended,2012-12-03,verified,extreme
CUST-000281,individual,Kabelo,Mabena,8204020281081,,South Africa,+27821000281,,1982-04-02,female,North West,Mahikeng,employed,20000-39999,active,2026-10-04,verified,medium
CUST-000282,individual,Zanele,Pillay,7601180282082,,South Africa,+27821000282,,2001-07-06,unknown,KwaZulu-Natal,Umhlanga,unemployed,20000-39999,inactive,2016-07-06,verified,medium
CUST-000283,individual,Thabo,Mabena,8511240283083,,South Africa,+27821000283,,,female,Gauteng,Centurion,retired,80000+,active,2004-02-08,verified,low
CUST-000284,individual,Nomsa,Molefe,7310310284084,,South Africa,+27821000284,,1973-10-31,unknown,Limpopo,Makhado,retired,40000-79999,,2001-12-24,verified,low
INVALID-ID-001,individual,Lindiwe,Dlamini,,P00000285,Botswana,+27821000285,,2005-01-04,male,Limpopo,Thohoyandou,unemployed,0-4999,suspended,2025-12-12,expired,medium
CUST-000001,individual,Naledi,Mabena,7201010286086,,South Africa,+27821000286,,1972-01-01,other,KwaZulu-Natal,Pietermaritzburg,student,40000-79999,inactive,2000-01-24,verified,low
CUST-000287,individual,Mpho,Nkosi,5511140287087,,South Africa,+27821000287,,1955-11-14,male,Western Cape,Cape Town,gig_worker,80000+,active,1978-03-04,verified,low
CUST-000288,individual,Naledi,Mahlangu,0801220288088,,South Africa,+27821000288,,2008-01-22,robot,Free State,Sasolburg,student,80000+,active,2026-01-24,verified,low
CUST-000289,individual,Kabelo,Nkosi,0612040289089,,South Africa,+27821000289,,2006-12-04,unknown,Free State,,self-employed,5000-9999,inactive,2025-04-03,verified,medium
CUST-000290,individual,Palesa,Ndlovu,5501170290090,,South Africa,+27821000290,,not-a-date,unknown,North West,Mahikeng,self_employed,0-4999,active,2022-03-22,verified,low
CUST-000291,individual,Lerato,Mahlangu,9706010291091,,South Africa,+27821000291,,1997-06-01,male,Western Cape,George,employed,10000-19999,active,not-a-date,verified,high
CUST-ABCDEF,individual,Kabelo,Naidoo,,P00000292,Zimbabwe,+27821000292,,1983-10-29,unknown,Mpumalanga,Mbombela,student,10000-19999,active,2015-11-08,verified,low
CUST-000293,individual,Lindiwe,Pillay,5911060293093,,South Africa,+27821000293,,1959-11-06,male,Limpopo,Tzaneen,employed,,active,2011-04-12,verified,low
CUST-000294,individual,Lindiwe,Naidoo,5610080294094,,South Africa,+27821000294,,1956-10-08,female,Western Cape,Paarl,retired,80000+,suspended,1989-01-25,,high
CUST-000295,individual,Sibusiso,Mahlangu,6303260295095,,South Africa,+27821000295,,1963-03-26,male,North West,Rustenburg,retired,10000-19999,suspended,2024-07-27,verified,
CUST-000296,individual,,Mahlangu,9801290296096,,South Africa,+27821000296,,1998-01-29,female,Western Cape,Paarl,employed,80000+,active,2021-12-10,verified,low
CUST-000297,individual,Thabo,,6508030297097,,South Africa,+27821000297,,1965-08-03,male,North West,Potchefstroom,student,80000+,suspended,2006-04-07,not_started,medium
CUST-000298,individual,Kabelo,Ndlovu,,,Zimbabwe,+27821000298,,1985-06-24,unknown,Eastern Cape,Gqeberha,retired,80000+,active,2021-07-26,verified,low
CUST-000299,individual,Palesa,Van Wyk,5302070299099,,South Africa,12345,,1953-02-07,male,Mpumalanga,Middelburg,retired,80000+,active,1980-04-23,verified,medium
CUST-000300,individual,Sibusiso,Mabena,9206090300000,,,+27821000300,,1992-06-09,other,Limpopo,Polokwane,retired,20000-39999,inactive,2018-01-30,failed,medium
